Company,GICS Sub-Industry, Industry (Exiobase) ,Environmental Intensity (Sales),Environmental Intensity (Op Inc), Total Environmental Cost , Working Capacity , Fish Production Capacity , Crop Production Capacity , Meat Production Capacity , Biodiversity , Abiotic Resources , Water production capacity (Drinking water & Irrigation Water) , Wood Production Capacity ,% Imputed,last_updated,id_code,country,actor_type,isin_id,race_to_zero_member,end_target,end_target_percentage_reduction,end_target_baseline_year,end_target_other,end_target_year,end_target_status,status_date,interim_target,end_target_text,interim_target_text,target_notes,source_url,gasses_coverage,territorial_emissions,consumption_emissions,international_aviation,international_shipping,scope_1,scope_2,scope_3,historical_emissions,coverage_notes,has_plan,plan_options,reporting_mechanism,equity,accountability,carbon_credit_offsets,carbon_credit_conditions,annual_revenue_billions
LG Chem,Commodity Chemicals,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",-13.97%,-456.77%,"-3,462,580,100","-3,329,227,605","-766,345","-43,543,176","-10,197,390","-138,580","-722,924","-77,994,576","10,496",3%,10/20/21 19:21,COM-0937,KOR,Company,KR7051910008,Yes,Carbon neutral(ity),,,,2050,Declaration / pledge,,No target,"LG Chem is the first to declare carbon neutral growth in Korea's petrochemical sector. As a result, approximately 50% of the estimated emissions in 2050 (BAU) will be reduced, maintaining the carbon emission levels of 2019 in 2050. ",,,https://www.lgchem.com/sustainability/esh-management/strategy/greenhouse-gas-management,Not Specified,,,,,Not Specified,Not Specified,Not Specified,No,,No,,No reporting mechanism,No,Not Specified,Not Specified,,24.6
LG Display,Electronic Components,Manufacture of electrical machinery and apparatus n.e.c. (31),-12.49%,,"-2,539,727,831","-2,414,943,436","-555,709","-32,111,599","-7,523,914","-100,828","-73,853","-84,427,323","8,829",3%,10/20/21 19:18,COM-1339,KOR,Company,KR7051900009,No,No target,,,,,,,No target,,,,,Not Specified,,,,,,,,,,,,,,,,,18.9
LG Uplus,Integrated Telecommunication Services,Post and telecommunications (64),-3.22%,-59.41%,"-345,046,684","-337,310,826","-78,087","-4,486,698","-1,051,623","-14,144","-11,979","-2,096,130","2,802",1%,10/20/21 19:12,COM-1706,KOR,Company,ES0168675090,No,No target,,,,,,,No target,,,,,Not Specified,,,,,,,,,,,,,,,,,10.6
Larsen & Toubro,Construction & Engineering,Construction (45),-1.57%,-16.28%,"-320,228,953","-313,580,054","-66,239","-3,861,947","-900,837","-12,076","-201,288","-1,583,917","-22,595",13%,8/15/22 16:24,COM-0740,IND,Company,INE018A01030,No,Carbon neutral(ity),,,,2040,In corporate strategy,2021,No target,"""The company aims to achieve Carbon Neutrality by 2040"" - https://www.lntsustainability.com/overview/
",,"""Our next sustainability roadmap for FY22 to FY26 is currently under development and will be finalised in the next few months. The roadmap will be displayed at our website and will be shared with the investors and other stakeholders."" - https://corpwebstorage.blob.core.windows.net/media/46039/lnt-integrated-report-2020-21.pdf",https://www.larsentoubro.com/pressreleases/2021-10-21-lt-launches-its-fourth-integrated-report-announces-commitments-for-carbon-and-water-neutrality/,Not Specified,,,,,Not Specified,Not Specified,Not Specified,No,,No,,Annual reporting,No,Not Specified,Yes,No conditions specified,20.8
Las Vegas Sands,Casinos & Gaming,"Recreational, cultural and sporting activities (92)",-2.48%,-8.98%,"-340,177,708","-314,786,461","-71,508","-4,058,421","-949,452","-12,887","-17,185","-20,277,409","-4,385",7%,7/16/22 19:59,COM-0778,USA,Company,US5178341070,No,Emissions reduction target,17.5,2018,,2025,In corporate strategy,2021,No target,'1 7. 5 % R E D U C T I O N I N EMISSIONS BY 2025 from a 2018 baseline aligned with a science-based target methodology' (p8),,LVS' 2021 ESG Report,https://www.sands.com/content/uploads/2022/04/LVSC_ESG-Report-2021_spreads.pdf,Carbon dioxide and other GHGs,,,,,Yes,Yes,No,No,Scope: 1&2 only (p10),No,,Annual reporting,No,Yes,Yes,No conditions specified,3.6
Latam Airlines,Airlines,Air transport (62),-26.54%,-661.54%,"-2,503,297,335","-2,439,660,247","-979,766","-33,904,814","-7,902,834","-776,979","-1,076","-21,373,092","1,301,474",1%,11/4/21 23:58,COM-0443,CHL,Company,CL0000000423,No,Carbon neutral(ity),,,,2020,Proposed / in discussion,2020,No target,carbon neutral in ground operations by 2020,,https://www.latam.com/vamos/en_un/articles/on-the-road/sustainability-at-latam-carbon-neutral/,http://www.latamairlinesgroup.net/static-files/94a2afb7-7f62-4743-84b0-28048a061d54,Not Specified,,,,,Yes,No,No,,,No,,No reporting mechanism,No,No,Yes,No conditions specified,10.1
Lear,Auto Parts & Equipment,Manufacture of machinery and equipment n.e.c. (29),-0.89%,-14.40%,"-175,800,337","-135,833,950","-36,264","-1,823,943","-420,191","-6,187","-165,434","-37,529,384","15,016",11%,6/20/22 8:44,COM-1232,USA,Company,DE000LEG1110,No,Net zero,,,,2050,In corporate strategy,2020,Emissions reduction target,"SOUTHFIELD, Mich., Oct. 14, 2020 -- Lear Corporation (NYSE: LEA), a global automotive technology leader in Seating and E-Systems, today expanded its sustainability efforts by announcing several new environmental goals, including achieving net zero emissions by 2050.","Lear further plans by 2030 to use 100% renewable energy at the company's manufacturing facilities and reduce carbon emissions by 50%. The timeframes align with the U.N. Intergovernmental Panel on Climate Change to limit global warming, based on 2019 data.","Additional source:
https://www.lear.com/newsroom/lear-climate-change-strategy-aims-for-net-zero-emissions-by-2050",https://assets.website-files.com/6019e43dcfad3c059841794a/60a6d3d36ca419aff05b0371_2020%20Sustainability%20Report%20052021-min.pdf,Carbon dioxide only,,,,,Yes,Yes,Not Specified,No,"Scope 1&2: 'In alignment with the World Resources Institute/World Business Council for Sustainable Development (WRI/WBCSD) Greenhouse Gas Protocol, Lear’s GHG emissions are categorized into Scope 1 (direct) and Scope 2 (indirect) emissions.' (p33) Scope 3: 'Establish goals and strategy for Scope 3 emissions reductions to meet carbon neutrality goal' (p18)",Yes,,Annual reporting,No,Yes,Not Specified,,19.8
Lear,Paper Products,Paper,12.52%,456.57%,"220,523,906","264,196,780","-113,047","3,194,493","827,050","-8,634","-415,965","-47,687,470","530,698",8%,6/20/22 8:44,COM-1232,USA,Company,DE000LEG1110,No,Net zero,,,,2050,In corporate strategy,2020,Emissions reduction target,"SOUTHFIELD, Mich., Oct. 14, 2020 -- Lear Corporation (NYSE: LEA), a global automotive technology leader in Seating and E-Systems, today expanded its sustainability efforts by announcing several new environmental goals, including achieving net zero emissions by 2050.","Lear further plans by 2030 to use 100% renewable energy at the company's manufacturing facilities and reduce carbon emissions by 50%. The timeframes align with the U.N. Intergovernmental Panel on Climate Change to limit global warming, based on 2019 data.","Additional source:
https://www.lear.com/newsroom/lear-climate-change-strategy-aims-for-net-zero-emissions-by-2050",https://assets.website-files.com/6019e43dcfad3c059841794a/60a6d3d36ca419aff05b0371_2020%20Sustainability%20Report%20052021-min.pdf,Carbon dioxide only,,,,,Yes,Yes,Not Specified,No,"Scope 1&2: 'In alignment with the World Resources Institute/World Business Council for Sustainable Development (WRI/WBCSD) Greenhouse Gas Protocol, Lear’s GHG emissions are categorized into Scope 1 (direct) and Scope 2 (indirect) emissions.' (p33) Scope 3: 'Establish goals and strategy for Scope 3 emissions reductions to meet carbon neutrality goal' (p18)",Yes,,Annual reporting,No,Yes,Not Specified,,19.8
Lear,Financial Exchanges & Data,Activities auxiliary to financial intermediation (67),-0.34%,-0.66%,"-5,964,816","-5,834,348","-1,455","-76,857","-17,995",-252,"-2,502","-31,642",236,8%,6/20/22 8:44,COM-1232,USA,Company,DE000LEG1110,No,Net zero,,,,2050,In corporate strategy,2020,Emissions reduction target,"SOUTHFIELD, Mich., Oct. 14, 2020 -- Lear Corporation (NYSE: LEA), a global automotive technology leader in Seating and E-Systems, today expanded its sustainability efforts by announcing several new environmental goals, including achieving net zero emissions by 2050.","Lear further plans by 2030 to use 100% renewable energy at the company's manufacturing facilities and reduce carbon emissions by 50%. The timeframes align with the U.N. Intergovernmental Panel on Climate Change to limit global warming, based on 2019 data.","Additional source:
https://www.lear.com/newsroom/lear-climate-change-strategy-aims-for-net-zero-emissions-by-2050",https://assets.website-files.com/6019e43dcfad3c059841794a/60a6d3d36ca419aff05b0371_2020%20Sustainability%20Report%20052021-min.pdf,Carbon dioxide only,,,,,Yes,Yes,Not Specified,No,"Scope 1&2: 'In alignment with the World Resources Institute/World Business Council for Sustainable Development (WRI/WBCSD) Greenhouse Gas Protocol, Lear’s GHG emissions are categorized into Scope 1 (direct) and Scope 2 (indirect) emissions.' (p33) Scope 3: 'Establish goals and strategy for Scope 3 emissions reductions to meet carbon neutrality goal' (p18)",Yes,,Annual reporting,No,Yes,Not Specified,,19.8
LendLease,Diversified Real Estate Activities ,Real estate activities (70),-1.25%,-189.05%,"-145,029,703","-107,080,935","-25,169","-1,425,560","-333,693","-4,538","-4,806","-36,157,245","2,244",2%,5/17/22 16:18,COM-0022,AUS,Company,,Yes,Zero carbon,,,,2040,In corporate strategy,2021,Other,"
Throughout 2021, we have signed up to the UNFCCC Race to Zero through the Business Ambition for 1.5°C, but also a part of mission zero, with net zero in 2025 and absolute zero by 2040
Committed to disclosing climate-related risks and opportunities under the TCFD framework","Lendlease’s is a 1.5 degree aligned company with a Net Zero scope 1+2 emissions target by 2025 and
an Absolute Zero scope 1+2+3 emissions target by 2040.
net zero target by 2025","Switched 100% of electricity to renewables
Switched to using low carbon fuels on over 60% of UK projects with a policy in place to support the transition to 100% fossil fuel-free alternatives by the end of 2021
Cut embodied carbon through the use of cross-laminated timber, low carbon steel and increased recycled content in other materials
Developed a green lease to bring new commercial tenants on the journey to Absolute Zero Carbon
Empowered Lendlease employees to act on climate change through bespoke training workshops
https://www.lendlease.com/uk/-/media/llcom/better-places/2021/october/lendlease_europe_mission_zero_roadmap.pdf?la=en&hash=EB400C37087D9216ED743DCCD953B70449E0AA1B",https://www.lendlease.com/my/-/media/llcom/better-places/2021/europe-roadmap-to-absolute-zero-carbon_final.pdf?la=en&hash=D009E925A76A6EC48048BA216FDB1C27CE3D004B,Not Specified,,,,,Yes,Yes,Yes,No,"Our biggest source of carbon emissions comes from the materials that we put into our buildings, our Scope 3 embodied carbon emissions. These emissions account for around 95% of our carbon footprint, because extracting, processing and transporting traditional building materials such as steel and concrete is extremely energy intensive. Over the last 12 months we have been working on measuring and reducing the embodied carbon of these materials and have completed a process of estimating our Scope 3 impact across the organisation.",Yes,"Measures for all emission scopes that are covered by the target|Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",Annual reporting,No,Yes,Yes,No conditions specified,11
Lenovo,"Technology Hardware, Storage & Peripherals",Manufacture of office machinery and computers (30),-0.15%,-6.47%,"-76,203,498","-72,766,092","-15,500","-900,214","-210,810","-2,822","-435,131","-1,868,081","-4,849",12%,11/5/21 19:37,COM-0317,HKG,Company,,Yes,Science-based target,,,,2050,In corporate strategy,2020,Other,Reducing global emissions from 40 to 70 percent between 2010 and 2050,,,https://news.lenovo.com/pressroom/press-releases/new-climate-change-mitigation-goals-2020-21-esg-report/,Not Specified,,,,,Yes,Yes,Yes,,"reduce scope 1 and 2 emissions by 50%.
decrease emissions intensity throughout the value chain by 25% in three main areas (products, suppliers and transportation). ",Yes,"Information on the emission reductions expected from these measures within a certain time period|Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)|Measures for all emission scopes that are covered by the target",Annual reporting,No,Yes,Yes,Other conditions,51.8
Linde,Industrial Gases,Chemicals nec,-41.54%,-366.08%,"-11,725,576,650","-11,159,852,279","-2,593,701","-148,151,710","-34,733,774","-466,497","-589,637","-379,231,142","42,090",1%,10/19/21 21:32,COM-0559,GBR,Company,,No,Emissions reduction target,35,2018,,2028,In corporate strategy,2020,,"As of 2020, Linde lowered its greenhouse gas emissions (GHG) intensity by more than 16% from the 2018 baseline and is on track to reach its goal of 35% reduction by 2028. Through its applications and technologies, Linde helped its customers avoid more than two times Linde's own GHG emissions in 2020",,,https://www.linde-engineering.com/en/news_and_media/press_releases/news20210827.html,Carbon dioxide and other GHGs,,,,,Not Specified,Not Specified,Not Specified,No,,No,,Annual reporting,,,Not Specified,,28.2
Lixil,Building Products,Construction (45),-2.19%,-1649.75%,"-362,746,453","-350,813,732","-85,697","-4,682,969","-1,096,992","-15,213","-6,969","-6,061,010","16,128",0%,10/24/21 16:50,COM-0414,JPN,Company,JP3626800001,No,Net zero,,,,2050,Declaration / pledge,2020,No target,"""LIXIL aims to reduce CO2 emissions to net zero by 2050 and realize its Environmental Vision through the provision of environment-conscious products and services.""
https://www.lixil.com/en/sustainability/environment/ghg.html","2030 targets currently being formulated
Sustainability report, p. 9
https://www.lixil.com/en/sustainability/cr_library/pdf/LIXIL_CR2021_en.pdf#page=62",Over 90% of CO2 emissions generated during the lifecycle of LIXIL products and services occur during the product use stage [scope 3].,https://www.lixil.com/en/sustainability/environment/ghg.html,Not Specified,,,,,Not Specified,Not Specified,Not Specified,No,"No scopes mentioned in sustainability report 2021 or on website
Sources:
https://www.lixil.com/en/sustainability/cr_library/pdf/LIXIL_CR2021_en.pdf#page=62
https://www.lixil.com/en/sustainability/environment/ghg.html",Yes,,Annual reporting,No,No,Not Specified,,17
Longfor Group Holdings,Real Estate Development ,Real estate activities (70),-2.08%,-7.95%,"-451,678,665","-234,598,601","-56,858","-3,079,426","-720,020","-9,929","-87,874","-213,130,182","4,226",4%,10/10/22 9:11,COM-0598,CHN,Company,,No,No target,,,,,,2021,No target,,,"2015-21 reports don't contain any targets
15 https://www.longfor.com/UploadFiles/2016-04/jtIR/2016042509265786644.pdf
16 https://www.longfor.com/upload/file/2017-04-27/9af248ae-2cea-4da2-aeff-b4d5033bf800.pdf
17 https://www.longfor.com/upload/file/2018-04-25/5309a5c8-b33a-4ecc-b4c0-823ca89b5084.pdf
18 https://www.longfor.com/upload/file/2019-04-24/d63ec29d-3deb-4d8e-8379-7c66a8f67659.pdf
19 https://www.longfor.com/upload/file/2019-09-23/bcf88ab7-b90b-4092-a4ae-0df0cc3c3de3.pdf
20 https://www.longfor.com/upload/file/2021-05-24/745e2d22-83eb-4841-a259-4c4d2792269f.pdf
21 https://www.longfor.com/upload/file/2022-04-20/c825c508-7c31-47f2-a1d1-edc93e15688e.pdf",https://www.longfor.com/upload/file/2022-04-20/c825c508-7c31-47f2-a1d1-edc93e15688e.pdf,Not Specified,,,,,Not Specified,Not Specified,Not Specified,No,,No,,Annual reporting,No,Not Specified,Not Specified,,27
